ID, IDREF, IDNUM, EventoStart, EventoEnd, TipoStart, TipoEnd, Distance_m, X_Start, Y_Start, X_End, Y_End 
277,47002D3C8E,51,16,17,Cascade,Cascade,1.830,9.426832,45.874278,9.426834,45.874261 
278,47002D3C8E,51,17,18,Cascade,Cascade,3.409,9.426834,45.874261,9.426804,45.874256 
279,47002D3C8E,51,18,18,Cascade,Cascade,0.000,9.426804,45.874256,9.426804,45.874256 
280,47002D4A47,52,0,0,Cascade,Cascade,0.000,9.426846,45.874259,9.426846,45.874259 
281,47002D4AAC,53,0,2,Cascade,Cascade,14.592,9.426818,45.874266,9.426725,45.874172 
282,47002D4AAC,53,2,5,Cascade,Cascade,6.943,9.426725,45.874172,9.426762,45.874223 
283,47002D4AAC,53,5,11,Cascade,Cascade,7.788,9.426762,45.874223,9.426818,45.874266 
284,47002D4AAC,53,11,18,Cascade,Cascade,3.174,9.426818,45.874266,9.426846,45.874259 
285,47002D4AAC,53,18,18,Cascade,Cascade,0.000,9.426846,45.874259,9.426846,45.874259 
286,47002D5777,54,0,1,Cascade,Cascade,15.856,9.426854,45.874261,9.426728,45.874191 
287,47002D5777,54,1,2,Cascade,Cascade,18.611,9.426728,45.874191,9.426872,45.874280 
288,47002D5777,54,2,3,Cascade,Cascade,8.535,9.426872,45.874280,9.426800,45.874250 
289,47002D5777,54,3,4,Cascade,Cascade,11.979,9.426800,45.874250,9.426725,45.874172 
290,47002D5777,54,4,5,Cascade,Cascade,1.593,9.426725,45.874172,9.426728,45.874186 
291,47002D5777,54,5,14,Cascade,Cascade,0.548,9.426728,45.874186,9.426728,45.874191 
292,47002D5777,54,14,16,Cascade,Cascade,4.263,9.426728,45.874191,9.426738,45.874229 
293,47002D5777,54,16,18,Cascade,Cascade,4.795,9.426738,45.874229,9.426728,45.874186 
294,47002D5777,54,18,18,Cascade,Cascade,0.000,9.426728,45.874186,9.426728,45.874186 
295,47002DC8DD,55,0,1,Cascade,Cascade,14.504,9.426762,45.874223,9.426877,45.874288 
296,47002DC8DD,55,1,1,Cascade,Cascade,0.000,9.426877,45.874288,9.426877,45.874288 
297,46002CDD09,1,14,14,Cascade,Cascade,0.000,9.426854,45.874261,9.426854,45.874261 
